"","subid","trial_type","trial","looking_time","order","lab","trial_num"
"1302","MB6_S30","ADS","ADS6",1.91,2,"irl-concordia",14
"1303","MB6_S30","ADS","ADS7",1.66,2,"irl-concordia",15
"1304","MB6_S30","ADS","ADS8",0.59,2,"irl-concordia",18
"1305","MB6_S30","IDS","IDS1",11.38,2,"irl-concordia",4
"1306","MB6_S30","IDS","IDS2",14.15,2,"irl-concordia",6
"1307","MB6_S30","IDS","IDS3",9.33,2,"irl-concordia",7
"1308","MB6_S30","IDS","IDS4",5.17,2,"irl-concordia",10
"1309","MB6_S30","IDS","IDS5",6.53,2,"irl-concordia",11
"1310","MB6_S30","IDS","IDS6",1.35,2,"irl-concordia",13
"1311","MB6_S30","IDS","IDS7",1.05,2,"irl-concordia",16
"1312","MB6_S30","IDS","IDS8",0.7,2,"irl-concordia",17
"1313","MB6_S30","training","train1",10.06,2,"irl-concordia",2
"1314","MB6_S30","training","train2",3.11,2,"irl-concordia",1
"1315","MB6_S31","ADS","ADS1",5.13,3,"irl-concordia",7
"1316","MB6_S31","ADS","ADS2",3.22,3,"irl-concordia",11
"1317","MB6_S31","ADS","ADS3",6.06,3,"irl-concordia",9
"1318","MB6_S31","ADS","ADS4",0,3,"irl-concordia",14
"1319","MB6_S31","ADS","ADS5",7.19,3,"irl-concordia",4
"1320","MB6_S31","ADS","ADS6",1.3,3,"irl-concordia",16
"1321","MB6_S31","ADS","ADS7",9.84,3,"irl-concordia",5
"1322","MB6_S31","ADS","ADS8",0,3,"irl-concordia",18
"1323","MB6_S31","IDS","IDS1",7.91,3,"irl-concordia",8
"1324","MB6_S31","IDS","IDS2",1.88,3,"irl-concordia",12
"1325","MB6_S31","IDS","IDS3",11.19,3,"irl-concordia",10
"1326","MB6_S31","IDS","IDS4",0,3,"irl-concordia",13
"1327","MB6_S31","IDS","IDS5",15.58,3,"irl-concordia",3
"1328","MB6_S31","IDS","IDS6",3.63,3,"irl-concordia",15
"1329","MB6_S31","IDS","IDS7",5.46,3,"irl-concordia",6
"1330","MB6_S31","IDS","IDS8",2.48,3,"irl-concordia",17
"1331","MB6_S31","training","train1",9.93,3,"irl-concordia",1
"1332","MB6_S31","training","train2",2.8,3,"irl-concordia",2
"1333","MB6_S32","ADS","ADS1",0,2,"irl-concordia",3
"1334","MB6_S32","ADS","ADS2",11.12,2,"irl-concordia",5
"1335","MB6_S32","ADS","ADS3",14.06,2,"irl-concordia",8
"1336","MB6_S32","ADS","ADS4",15.01,2,"irl-concordia",9
"1337","MB6_S32","ADS","ADS5",13.31,2,"irl-concordia",12
"1338","MB6_S32","ADS","ADS6",3.3,2,"irl-concordia",14
"1339","MB6_S32","ADS","ADS7",7.68,2,"irl-concordia",15
"1340","MB6_S32","ADS","ADS8",4.8,2,"irl-concordia",18
"1341","MB6_S32","IDS","IDS1",11.16,2,"irl-concordia",4
"1342","MB6_S32","IDS","IDS2",12.34,2,"irl-concordia",6
"1343","MB6_S32","IDS","IDS3",14.79,2,"irl-concordia",7
"1344","MB6_S32","IDS","IDS4",4.12,2,"irl-concordia",10
"1345","MB6_S32","IDS","IDS5",12.14,2,"irl-concordia",11
"1346","MB6_S32","IDS","IDS6",10.33,2,"irl-concordia",13
"1347","MB6_S32","IDS","IDS7",6.9,2,"irl-concordia",16
"1348","MB6_S32","IDS","IDS8",6.48,2,"irl-concordia",17
"1349","MB6_S32","training","train1",3.68,2,"irl-concordia",2
"1350","MB6_S32","training","train2",5.41,2,"irl-concordia",1
"1351","MB6_S33","ADS","ADS1",0.03,4,"irl-concordia",8
"1352","MB6_S33","ADS","ADS2",4.78,4,"irl-concordia",12
"1353","MB6_S33","ADS","ADS3",5.08,4,"irl-concordia",10
"1354","MB6_S33","ADS","ADS4",1.63,4,"irl-concordia",13
"1355","MB6_S33","ADS","ADS5",14.3,4,"irl-concordia",3
"1356","MB6_S33","ADS","ADS6",2.72,4,"irl-concordia",15
"1357","MB6_S33","ADS","ADS7",7.61,4,"irl-concordia",6
"1358","MB6_S33","ADS","ADS8",0.9,4,"irl-concordia",17
"1359","MB6_S33","IDS","IDS1",10.45,4,"irl-concordia",7
"1360","MB6_S33","IDS","IDS2",4.4,4,"irl-concordia",11
"1361","MB6_S33","IDS","IDS3",9.4,4,"irl-concordia",9
"1362","MB6_S33","IDS","IDS4",6.04,4,"irl-concordia",14
"1363","MB6_S33","IDS","IDS5",5.66,4,"irl-concordia",4
"1364","MB6_S33","IDS","IDS6",13.34,4,"irl-concordia",16
"1365","MB6_S33","IDS","IDS7",12.2,4,"irl-concordia",5
"1366","MB6_S33","IDS","IDS8",6.25,4,"irl-concordia",18
"1367","MB6_S33","training","train1",17.89,4,"irl-concordia",2
"1368","MB6_S33","training","train2",17.3,4,"irl-concordia",1
"1369","MB6_S34","ADS","ADS1",4.79,4,"irl-concordia",8
"1370","MB6_S34","ADS","ADS2",1.91,4,"irl-concordia",12
"1371","MB6_S34","ADS","ADS3",8.53,4,"irl-concordia",10
"1372","MB6_S34","ADS","ADS4",1.37,4,"irl-concordia",13
"1373","MB6_S34","ADS","ADS5",16.19,4,"irl-concordia",3
"1374","MB6_S34","ADS","ADS6",1.25,4,"irl-concordia",15
"1375","MB6_S34","ADS","ADS7",6.52,4,"irl-concordia",6
"1376","MB6_S34","ADS","ADS8",2.21,4,"irl-concordia",17
"1377","MB6_S34","IDS","IDS1",12.64,4,"irl-concordia",7
"1378","MB6_S34","IDS","IDS2",4.63,4,"irl-concordia",11
"1379","MB6_S34","IDS","IDS3",7.57,4,"irl-concordia",9
"1380","MB6_S34","IDS","IDS4",5.01,4,"irl-concordia",14
"1381","MB6_S34","IDS","IDS5",11.98,4,"irl-concordia",4
"1382","MB6_S34","IDS","IDS6",4.96,4,"irl-concordia",16
"1383","MB6_S34","IDS","IDS7",7,4,"irl-concordia",5
"1384","MB6_S34","IDS","IDS8",4.64,4,"irl-concordia",18
"1385","MB6_S34","training","train1",12.5,4,"irl-concordia",2
"1386","MB6_S34","training","train2",15.41,4,"irl-concordia",1
"1387","MB6_S35","ADS","ADS1",6.64,4,"irl-concordia",8
"1388","MB6_S35","ADS","ADS2",0,4,"irl-concordia",12
"1389","MB6_S35","ADS","ADS3",0.5,4,"irl-concordia",10
"1390","MB6_S35","ADS","ADS4",0,4,"irl-concordia",13
"1391","MB6_S35","ADS","ADS5",13.53,4,"irl-concordia",3
"1392","MB6_S35","ADS","ADS6",0,4,"irl-concordia",15
"1393","MB6_S35","ADS","ADS7",6.31,4,"irl-concordia",6
"1394","MB6_S35","ADS","ADS8",0,4,"irl-concordia",17
"1395","MB6_S35","IDS","IDS1",6.99,4,"irl-concordia",7
"1396","MB6_S35","IDS","IDS2",0,4,"irl-concordia",11
"1397","MB6_S35","IDS","IDS3",7.54,4,"irl-concordia",9
"1398","MB6_S35","IDS","IDS4",0,4,"irl-concordia",14
"1399","MB6_S35","IDS","IDS5",1.9,4,"irl-concordia",4
"1400","MB6_S35","IDS","IDS6",0,4,"irl-concordia",16
"1401","MB6_S35","IDS","IDS7",3.79,4,"irl-concordia",5
"1402","MB6_S35","IDS","IDS8",0,4,"irl-concordia",18
"1403","MB6_S35","training","train1",7.95,4,"irl-concordia",2
"1404","MB6_S35","training","train2",10.54,4,"irl-concordia",1
"1405","MB6_S36","ADS","ADS1",4.87,1,"irl-concordia",4
"1406","MB6_S36","ADS","ADS2",4.99,1,"irl-concordia",6
"1407","MB6_S36","ADS","ADS3",6.23,1,"irl-concordia",7
"1408","MB6_S36","ADS","ADS4",3.64,1,"irl-concordia",10
"1409","MB6_S36","ADS","ADS5",2.71,1,"irl-concordia",11
"1410","MB6_S36","ADS","ADS6",1.4,1,"irl-concordia",13
"1411","MB6_S36","ADS","ADS7",13.69,1,"irl-concordia",16
"1412","MB6_S36","ADS","ADS8",1.94,1,"irl-concordia",17
"1413","MB6_S36","IDS","IDS1",6.97,1,"irl-concordia",3
"1414","MB6_S36","IDS","IDS2",8.26,1,"irl-concordia",5
"1415","MB6_S36","IDS","IDS3",6.06,1,"irl-concordia",8
"1416","MB6_S36","IDS","IDS4",3.91,1,"irl-concordia",9
"1417","MB6_S36","IDS","IDS5",0.78,1,"irl-concordia",12
"1418","MB6_S36","IDS","IDS6",4.45,1,"irl-concordia",14
"1419","MB6_S36","IDS","IDS7",1.95,1,"irl-concordia",15
"1420","MB6_S36","IDS","IDS8",6.37,1,"irl-concordia",18
"1421","MB6_S36","training","train1",12.81,1,"irl-concordia",1
"1422","MB6_S36","training","train2",10.43,1,"irl-concordia",2
"1423","MB6_S37","ADS","ADS1",7.45,3,"irl-concordia",7
"1424","MB6_S37","ADS","ADS2",0.77,3,"irl-concordia",11
"1425","MB6_S37","ADS","ADS3",3.8,3,"irl-concordia",9
"1426","MB6_S37","ADS","ADS4",1.88,3,"irl-concordia",14
"1427","MB6_S37","ADS","ADS5",7.76,3,"irl-concordia",4
"1428","MB6_S37","ADS","ADS6",0.8,3,"irl-concordia",16
"1429","MB6_S37","ADS","ADS7",7.06,3,"irl-concordia",5
"1430","MB6_S37","ADS","ADS8",1.75,3,"irl-concordia",18
"1431","MB6_S37","IDS","IDS1",4.66,3,"irl-concordia",8
"1432","MB6_S37","IDS","IDS2",12.34,3,"irl-concordia",12
"1433","MB6_S37","IDS","IDS3",1.47,3,"irl-concordia",10
"1434","MB6_S37","IDS","IDS4",2.87,3,"irl-concordia",13
"1435","MB6_S37","IDS","IDS5",13.54,3,"irl-concordia",3
"1436","MB6_S37","IDS","IDS6",1.15,3,"irl-concordia",15
"1437","MB6_S37","IDS","IDS7",2.02,3,"irl-concordia",6
"1438","MB6_S37","IDS","IDS8",0.62,3,"irl-concordia",17
"1439","MB6_S37","training","train1",15.06,3,"irl-concordia",1
"1440","MB6_S37","training","train2",10.41,3,"irl-concordia",2
"1441","MB6_S38","ADS","ADS1",14.49,1,"irl-concordia",4
"1442","MB6_S38","ADS","ADS2",2.44,1,"irl-concordia",6
"1443","MB6_S38","ADS","ADS3",11.2,1,"irl-concordia",7
"1444","MB6_S38","ADS","ADS4",9.64,1,"irl-concordia",10
"1445","MB6_S38","ADS","ADS5",11.9,1,"irl-concordia",11
"1446","MB6_S38","ADS","ADS6",0.1,1,"irl-concordia",13
"1447","MB6_S38","ADS","ADS7",2.59,1,"irl-concordia",16
"1448","MB6_S38","ADS","ADS8",1.37,1,"irl-concordia",17
"1449","MB6_S38","IDS","IDS1",15.32,1,"irl-concordia",3
"1450","MB6_S38","IDS","IDS2",12.93,1,"irl-concordia",5
"1451","MB6_S38","IDS","IDS3",13.75,1,"irl-concordia",8
"1452","MB6_S38","IDS","IDS4",6.57,1,"irl-concordia",9
"1453","MB6_S38","IDS","IDS5",12.48,1,"irl-concordia",12
"1454","MB6_S38","IDS","IDS6",2.05,1,"irl-concordia",14
"1455","MB6_S38","IDS","IDS7",2.55,1,"irl-concordia",15
"1456","MB6_S38","IDS","IDS8",1.45,1,"irl-concordia",18
"1457","MB6_S38","training","train1",13.24,1,"irl-concordia",1
"1458","MB6_S38","training","train2",8.58,1,"irl-concordia",2
